LocationKeyStartPoint,LocationKeyEndPoint,MetersBetweenPoints,MetersBetweenPoints_norm,LocationLookupKey,ResourceKey
4249,4280,152753.45,0.88,4249|4280,7554
4280,4280,0,0,4280|4280,7554
3666,4280,55856.97,0.61,3666|4280,7554
3667,4280,50949.31,0.6,3667|4280,7554
3668,4280,120096.27,0.79,3668|4280,7554
4503,4280,78520.6,0.67,4503|4280,7554
4504,4280,42428.96,0.58,4504|4280,7554
0,4280,66179.05,0.64,0|4280,7554
4203,3666,48157.87,0.59,4203|3666,7554
4207,3666,186799.14,0.97,4207|3666,7554
4249,3666,169959.97,0.93,4249|3666,7554
4280,3666,55856.97,0.61,4280|3666,7554
3666,3666,0,0,3666|3666,7554
3667,3666,5170.08,0.47,3667|3666,7554
3668,3666,140055.33,0.84,3668|3666,7554
4503,3666,130550.75,0.82,4503|3666,7554
4504,3666,61008.95,0.63,4504|3666,7554
0,3666,77679.58,0.67,0|3666,7554
4203,3667,46264.84,0.59,4203|3667,7554
4207,3667,185368.66,0.97,4207|3667,7554
4249,3667,166366.75,0.92,4249|3667,7554
4280,3667,50949.31,0.6,4280|3667,7554
3666,3667,5170.08,0.47,3666|3667,7554
3667,3667,0,0,3667|3667,7554
3668,3667,136161.15,0.83,3668|3667,7554
4503,3667,125381.81,0.8,4503|3667,7554
4504,3667,56357.8,0.61,4504|3667,7554
0,3667,73741.94,0.66,0|3667,7554
4203,3668,98635.09,0.73,4203|3668,7554
4207,3668,102460.11,0.74,4207|3668,7554
4249,3668,32697.79,0.55,4249|3668,7554
4280,3668,120096.27,0.79,4280|3668,7554
3666,3668,140055.33,0.84,3666|3668,7554
3667,3668,136161.15,0.83,3667|3668,7554
3668,3668,0,0,3668|3668,7554
4503,3668,96515.19,0.72,4503|3668,7554
4504,3668,82942.48,0.69,4504|3668,7554
0,3668,62419.86,0.63,0|3668,7554
4203,4503,120043.66,0.79,4203|4503,7554
4207,4503,196920.25,1,4207|4503,7554
4249,4503,124066,0.8,4249|4503,7554
4280,4503,78520.6,0.67,4280|4503,7554
3666,4503,130550.75,0.82,3666|4503,7554
3667,4503,125381.81,0.8,3667|4503,7554
3668,4503,96515.19,0.72,3668|4503,7554
4503,4503,0,0,4503|4503,7554
4504,4503,80290.7,0.68,4504|4503,7554
0,4503,87252.47,0.7,0|4503,7554
4203,4504,39929.92,0.57,4203|4504,7554
4207,4504,153206.35,0.88,4207|4504,7554
4249,4504,114837.82,0.77,4249|4504,7554
4280,4504,42428.96,0.58,4280|4504,7554
3666,4504,61008.95,0.63,3666|4504,7554
3667,4504,56357.8,0.61,3667|4504,7554
3668,4504,82942.48,0.69,3668|4504,7554
4503,4504,80290.7,0.68,4503|4504,7554
4504,4504,0,0,4504|4504,7554
0,4504,23934.69,0.52,0|4504,7554
4203,0,40705.27,0.57,4203|0,7554
4207,0,129913.2,0.82,4207|0,7554
4249,0,93113.78,0.71,4249|0,7554
4280,0,66179.05,0.64,4280|0,7554
3666,0,77679.58,0.67,3666|0,7554
3667,0,73741.94,0.66,3667|0,7554
3668,0,62419.86,0.63,3668|0,7554
4503,0,87252.47,0.7,4503|0,7554
4504,0,23934.69,0.52,4504|0,7554
0,0,0,0,0|0,7554
0,0,0,0,0|0,7555
3743,0,74963.87,0.97,3743|0,7555
4348,0,74970.62,0.97,4348|0,7555
0,3743,74963.87,0.97,0|3743,7555
3743,3743,0,0,3743|3743,7555
4348,3743,149934.48,1,4348|3743,7555
0,4348,74970.62,0.97,0|4348,7555
3743,4348,149934.48,1,3743|4348,7555
4348,4348,0,0,4348|4348,7555
3779,3779,0,0,3779|3779,7556
3752,3779,46352.77,1,3752|3779,7556
0,3779,23169.37,0.97,0|3779,7556
3779,3752,46352.77,1,3779|3752,7556
3752,3752,0,0,3752|3752,7556
0,3752,23183.43,0.97,0|3752,7556
3779,0,23169.37,0.97,3779|0,7556
3752,0,23183.43,0.97,3752|0,7556
0,0,0,0,0|0,7556
0,0,0,0,0|0,7568
3820,0,5605.69,0.92,3820|0,7568
3725,0,12343.04,0.95,3725|0,7568
3706,0,6205.71,0.92,3706|0,7568
4704,0,10135.71,0.94,4704|0,7568
0,3820,5605.69,0.92,0|3820,7568
3820,3820,0,0,3820|3820,7568
3725,3820,16844.5,0.97,3725|3820,7568
3706,3820,11378.97,0.95,3706|3820,7568
4704,3820,6129.6,0.92,4704|3820,7568
0,3725,12343.04,0.95,0|3725,7568
3820,3725,16844.5,0.97,3820|3725,7568
3725,3725,0,0,3725|3725,7568
3706,3725,12285.75,0.95,3706|3725,7568
4704,3725,22357.69,1,4704|3725,7568
0,3706,6205.71,0.92,0|3706,7568
3820,3706,11378.97,0.95,3820|3706,7568
3725,3706,12285.75,0.95,3725|3706,7568
3706,3706,0,0,3706|3706,7568
4704,3706,14088.12,0.96,4704|3706,7568
0,4704,10135.71,0.94,0|4704,7568
3820,4704,6129.6,0.92,3820|4704,7568
3725,4704,22357.69,1,3725|4704,7568
3706,4704,14088.12,0.96,3706|4704,7568
4704,4704,0,0,4704|4704,7568
0,0,0,0,0|0,7610
3421,0,0,NULL,3421|0,7610
0,3421,0,NULL,0|3421,7610
3421,3421,0,0,3421|3421,7610
0,0,0,0,0|0,7636
4370,0,0,NULL,4370|0,7636
0,4370,0,NULL,0|4370,7636
4370,4370,0,0,4370|4370,7636
4295,4295,0,0,4295|4295,7638
4263,4295,21379.83,0.9,4263|4295,7638
3804,4295,5897.92,0.78,3804|4295,7638
3697,4295,13852.82,0.85,3697|4295,7638
3681,4295,11930.21,0.83,3681|4295,7638
3750,4295,13219.3,0.84,3750|4295,7638
0,4295,6621.17,0.79,0|4295,7638
4295,4263,21379.83,0.9,4295|4263,7638
4263,4263,0,0,4263|4263,7638
3804,4263,15569.84,0.86,3804|4263,7638
3697,4263,7540.84,0.8,3697|4263,7638
3681,4263,14823.94,0.85,3681|4263,7638
3750,4263,33984.53,1,3750|4263,7638
0,4263,15237.58,0.86,0|4263,7638
4295,3804,5897.92,0.78,4295|3804,7638
4263,3804,15569.84,0.86,4263|3804,7638
3804,3804,0,0,3804|3804,7638
3697,3804,8108.19,0.8,3697|3804,7638
3681,3804,9343.63,0.81,3681|3804,7638
3750,3804,18998.66,0.89,3750|3804,7638
0,3804,2982.21,0.76,0|3804,7638
4295,3697,13852.82,0.85,4295|3697,7638
4263,3697,7540.84,0.8,4263|3697,7638
3804,3697,8108.19,0.8,3804|3697,7638
3697,3697,0,0,3697|3697,7638
3681,3697,9080.35,0.81,3681|3697,7638
3750,3697,26491.27,0.94,3750|3697,7638
0,3697,7754.72,0.8,0|3697,7638
4295,3681,11930.21,0.83,4295|3681,7638
4263,3681,14823.94,0.85,4263|3681,7638
3804,3681,9343.63,0.81,3804|3681,7638
3697,3681,9080.35,0.81,3697|3681,7638
3681,3681,0,0,3681|3681,7638
3750,3681,21319.19,0.9,3750|3681,7638
0,3681,6431.9,0.79,0|3681,7638
4295,3750,13219.3,0.84,4295|3750,7638
4263,3750,33984.53,1,4263|3750,7638
3804,3750,18998.66,0.89,3804|3750,7638
3697,3750,26491.27,0.94,3697|3750,7638
3681,3750,21319.19,0.9,3681|3750,7638
3750,3750,0,0,3750|3750,7638
0,3750,18748.58,0.88,0|3750,7638
4295,0,6621.17,0.79,4295|0,7638
4263,0,15237.58,0.86,4263|0,7638
3804,0,2982.21,0.76,3804|0,7638
3697,0,7754.72,0.8,3697|0,7638
3681,0,6431.9,0.79,3681|0,7638
3750,0,18748.58,0.88,3750|0,7638
0,0,0,0,0|0,7638
0,0,0,0,0|0,7656
3878,0,0,NULL,3878|0,7656
0,3878,0,NULL,0|3878,7656
3878,3878,0,0,3878|3878,7656
4468,4468,0,0,4468|4468,7660
0,4468,11208.33,0.57,0|4468,7660
3006,4468,6681.26,0.53,3006|4468,7660
3010,4468,8196.45,0.54,3010|4468,7660
2751,4468,1623.22,0.49,2751|4468,7660
2901,4468,14963.5,0.61,2901|4468,7660
3364,4468,52383.19,0.94,3364|4468,7660
4468,0,11208.33,0.57,4468|0,7660
0,0,0,0,0|0,7660
3006,0,4795.39,0.51,3006|0,7660
3010,0,17535.81,0.63,3010|0,7660
2751,0,11751.74,0.58,2751|0,7660
2901,0,3908.01,0.51,2901|0,7660
3364,0,41462.24,0.84,3364|0,7660
4468,3006,6681.26,0.53,4468|3006,7660
0,3006,4795.39,0.51,0|3006,7660
3006,3006,0,0,3006|3006,7660
3010,3006,12785.8,0.59,3010|3006,7660
2751,3006,7017.29,0.53,2751|3006,7660
2901,3006,8341.64,0.55,2901|3006,7660
3364,3006,46257.63,0.89,3364|3006,7660
4468,3010,8196.45,0.54,4468|3010,7660
0,3010,17535.81,0.63,0|3010,7660
3006,3010,12785.8,0.59,3006|3010,7660
3010,3010,0,0,3010|3010,7660
2751,3010,6731.32,0.53,2751|3010,7660
2901,3010,20680.32,0.66,2901|3010,7660
3364,3010,58911.97,1,3364|3010,7660
4468,2751,1623.22,0.49,4468|2751,7660
0,2751,11751.74,0.58,0|2751,7660
3006,2751,7017.29,0.53,3006|2751,7660
3010,2751,6731.32,0.53,3010|2751,7660
2751,2751,0,0,2751|2751,7660
2901,2751,15353.48,0.61,2901|2751,7660
3364,2751,53145.65,0.95,3364|2751,7660
4468,2901,14963.5,0.61,4468|2901,7660
0,2901,3908.01,0.51,0|2901,7660
3006,2901,8341.64,0.55,3006|2901,7660
3010,2901,20680.32,0.66,3010|2901,7660
2751,2901,15353.48,0.61,2751|2901,7660
2901,2901,0,0,2901|2901,7660
3364,2901,38255.65,0.81,3364|2901,7660
4468,3364,52383.19,0.94,4468|3364,7660
0,3364,41462.24,0.84,0|3364,7660
3006,3364,46257.63,0.89,3006|3364,7660
3010,3364,58911.97,1,3010|3364,7660
2751,3364,53145.65,0.95,2751|3364,7660
2901,3364,38255.65,0.81,2901|3364,7660
3364,3364,0,0,3364|3364,7660
0,0,0,0,0|0,7685
3613,0,0,NULL,3613|0,7685
0,3613,0,NULL,0|3613,7685
3613,3613,0,0,3613|3613,7685
3505,3505,0,0,3505|3505,7698
4144,3505,23915.61,0.97,4144|3505,7698
4425,3505,27110.73,1,4425|3505,7698
0,3505,18104.45,0.92,0|3505,7698
2888,3505,21415.06,0.95,2888|3505,7698
3505,4144,23915.61,0.97,3505|4144,7698
4144,4144,0,0,4144|4144,7698
4425,4144,3340.02,0.78,4425|4144,7698
0,4144,5812.62,0.81,0|4144,7698
2888,4144,2571.37,0.78,2888|4144,7698
3505,4425,27110.73,1,3505|4425,7698
4144,4425,3340.02,0.78,4144|4425,7698
4425,4425,0,0,4425|4425,7698
0,4425,9034.05,0.84,0|4425,7698
2888,4425,5905.11,0.81,2888|4425,7698
3505,0,18104.45,0.92,3505|0,7698
4144,0,5812.62,0.81,4144|0,7698
4425,0,9034.05,0.84,4425|0,7698
0,0,0,0,0|0,7698
2888,0,3372.83,0.78,2888|0,7698
3505,2888,21415.06,0.95,3505|2888,7698
4144,2888,2571.37,0.78,4144|2888,7698
4425,2888,5905.11,0.81,4425|2888,7698
0,2888,3372.83,0.78,0|2888,7698
2888,2888,0,0,2888|2888,7698
0,0,0,0,0|0,7715
4242,0,40718.52,0.97,4242|0,7715
3729,0,40699.38,0.97,3729|0,7715
0,4242,40718.52,0.97,0|4242,7715
4242,4242,0,0,4242|4242,7715
3729,4242,81417.71,1,3729|4242,7715
0,3729,40699.38,0.97,0|3729,7715
4242,3729,81417.71,1,4242|3729,7715
3729,3729,0,0,3729|3729,7715
3481,3481,0,0,3481|3481,7718
3493,3481,48932.6,1,3493|3481,7718
0,3481,35297.05,0.93,0|3481,7718
1046,3481,48486.63,1,1046|3481,7718
3470,3481,45740.92,0.98,3470|3481,7718
3481,3493,48932.6,1,3481|3493,7718
3493,3493,0,0,3493|3493,7718
0,3493,13865.68,0.83,0|3493,7718
1046,3493,4931.56,0.79,1046|3493,7718
3470,3493,14307.78,0.83,3470|3493,7718
3481,0,35297.05,0.93,3481|0,7718
3493,0,13865.68,0.83,3493|0,7718
0,0,0,0,0|0,7718
1046,0,14780.39,0.84,1046|0,7718
3470,0,14074.25,0.83,3470|0,7718
3481,1046,48486.63,1,3481|1046,7718
3493,1046,4931.56,0.79,3493|1046,7718
0,1046,14780.39,0.84,0|1046,7718
1046,1046,0,0,1046|1046,7718
3470,1046,18764.48,0.86,3470|1046,7718
3481,3470,45740.92,0.98,3481|3470,7718
3493,3470,14307.78,0.83,3493|3470,7718
0,3470,14074.25,0.83,0|3470,7718
1046,3470,18764.48,0.86,1046|3470,7718
3470,3470,0,0,3470|3470,7718
0,0,0,0,0|0,7721
3732,0,10471.5,0.87,3732|0,7721
3712,0,16132.68,0.91,3712|0,7721
3693,0,8011.92,0.86,3693|0,7721
3721,0,3496.47,0.82,3721|0,7721
3794,0,13258.49,0.89,3794|0,7721
0,3732,10471.5,0.87,0|3732,7721
3732,3732,0,0,3732|3732,7721
3712,3732,26580.37,0.99,3712|3732,7721
3693,3732,17901.44,0.93,3693|3732,7721
3721,3732,10318.4,0.87,3721|3732,7721
3794,3732,6056.24,0.84,3794|3732,7721
0,3712,16132.68,0.91,0|3712,7721
3732,3712,26580.37,0.99,3732|3712,7721
3712,3712,0,0,3712|3712,7721
3693,3712,10501.89,0.87,3693|3712,7721
3721,3712,17483.65,0.92,3721|3712,7721
3794,3712,28309.42,1,3794|3712,7721
0,3693,8011.92,0.86,0|3693,7721
3732,3693,17901.44,0.93,3732|3693,7721
3712,3693,10501.89,0.87,3712|3693,7721
3693,3693,0,0,3693|3693,7721
3721,3693,7751.31,0.85,3721|3693,7721
3794,3693,21264.78,0.95,3794|3693,7721
0,3721,3496.47,0.82,0|3721,7721
3732,3721,10318.4,0.87,3732|3721,7721
3712,3721,17483.65,0.92,3712|3721,7721
3693,3721,7751.31,0.85,3693|3721,7721
3721,3721,0,0,3721|3721,7721
3794,3721,14519.15,0.9,3794|3721,7721
0,3794,13258.49,0.89,0|3794,7721
3732,3794,6056.24,0.84,3732|3794,7721
3712,3794,28309.42,1,3712|3794,7721
3693,3794,21264.78,0.95,3693|3794,7721
3721,3794,14519.15,0.9,3721|3794,7721
3794,3794,0,0,3794|3794,7721
3486,3486,0,0,3486|3486,7731
0,3486,3271.77,0.97,0|3486,7731
3429,3486,6543.42,1,3429|3486,7731
3486,0,3271.77,0.97,3486|0,7731
0,0,0,0,0|0,7731
3429,0,3271.66,0.97,3429|0,7731
3486,3429,6543.42,1,3486|3429,7731
0,3429,3271.66,0.97,0|3429,7731
3429,3429,0,0,3429|3429,7731
3434,3434,0,0,3434|3434,7732
3468,3434,5921.73,0.75,3468|3434,7732
3142,3434,4316.76,0.73,3142|3434,7732
3117,3434,24238.54,0.97,3117|3434,7732
0,3434,11763.46,0.82,0|3434,7732
3492,3434,10293.66,0.8,3492|3434,7732
4407,3434,27038.43,1,4407|3434,7732
3434,3468,5921.73,0.75,3434|3468,7732
3468,3468,0,0,3468|3468,7732
3142,3468,4149.55,0.73,3142|3468,7732
3117,3468,18317.48,0.9,3117|3468,7732
0,3468,6006.06,0.75,0|3468,7732
3492,3468,4818.63,0.74,3492|3468,7732
4407,3468,21288.52,0.93,4407|3468,7732
3434,3142,4316.76,0.73,3434|3142,7732
3468,3142,4149.55,0.73,3468|3142,7732
3142,3142,0,0,3142|3142,7732
3117,3142,21328.66,0.93,3117|3142,7732
0,3142,8584.92,0.78,0|3142,7732
3492,3142,6876.89,0.76,3492|3142,7732
4407,3142,23499.72,0.96,4407|3142,7732
3434,3117,24238.54,0.97,3434|3117,7732
3468,3117,18317.48,0.9,3468|3117,7732
3142,3117,21328.66,0.93,3142|3117,7732
3117,3117,0,0,3117|3117,7732
0,3117,12743.81,0.83,0|3117,7732
3492,3117,14478.55,0.85,3492|3117,7732
4407,3117,5843.07,0.75,4407|3117,7732
3434,0,11763.46,0.82,3434|0,7732
3468,0,6006.06,0.75,3468|0,7732
3142,0,8584.92,0.78,3142|0,7732
3117,0,12743.81,0.83,3117|0,7732
0,0,0,0,0|0,7732
3492,0,1789.98,0.7,3492|0,7732
4407,0,15297.32,0.86,4407|0,7732
3434,3492,10293.66,0.8,3434|3492,7732
3468,3492,4818.63,0.74,3468|3492,7732
3142,3492,6876.89,0.76,3142|3492,7732
3117,3492,14478.55,0.85,3117|3492,7732
0,3492,1789.98,0.7,0|3492,7732
3492,3492,0,0,3492|3492,7732
4407,3492,16762.74,0.88,4407|3492,7732
3434,4407,27038.43,1,3434|4407,7732
3468,4407,21288.52,0.93,3468|4407,7732
3142,4407,23499.72,0.96,3142|4407,7732
3117,4407,5843.07,0.75,3117|4407,7732
0,4407,15297.32,0.86,0|4407,7732
3492,4407,16762.74,0.88,3492|4407,7732
4407,4407,0,0,4407|4407,7732
4694,4694,0,0,4694|4694,7734
0,4694,2506.41,0.97,0|4694,7734
3368,4694,5012.82,1,3368|4694,7734
4694,0,2506.41,0.97,4694|0,7734
0,0,0,0,0|0,7734
3368,0,2506.41,0.97,3368|0,7734
4694,3368,5012.82,1,4694|3368,7734
0,3368,2506.41,0.97,0|3368,7734
3368,3368,0,0,3368|3368,7734
3442,3442,0,0,3442|3442,7810
0,3442,5804.16,0.82,0|3442,7810
4680,3442,8932.9,1,4680|3442,7810
4859,3442,5467.67,0.8,4859|3442,7810
4069,3442,8989.8,1,4069|3442,7810
3442,0,5804.16,0.82,3442|0,7810
0,0,0,0,0|0,7810
4680,0,3183.12,0.67,4680|0,7810
4859,0,1279.84,0.56,4859|0,7810
4069,0,3207.78,0.67,4069|0,7810
3442,4680,8932.9,1,3442|4680,7810
0,4680,3183.12,0.67,0|4680,7810
4680,4680,0,0,4680|4680,7810
4859,4680,4049.74,0.72,4859|4680,7810
4069,4680,268.6,0.51,4069|4680,7810
3442,4859,5467.67,0.8,3442|4859,7810
0,4859,1279.84,0.56,0|4859,7810
4680,4859,4049.74,0.72,4680|4859,7810
4859,4859,0,0,4859|4859,7810
4069,4859,4001.57,0.72,4069|4859,7810
3442,4069,8989.8,1,3442|4069,7810
0,4069,3207.78,0.67,0|4069,7810
4680,4069,268.6,0.51,4680|4069,7810
4859,4069,4001.57,0.72,4859|4069,7810
4069,4069,0,0,4069|4069,7810
4293,4293,0,0,4293|4293,7818
3665,4293,97680.44,0.91,3665|4293,7818
3669,4293,168263.67,1,3669|4293,7818
3738,4293,19304.35,0.81,3738|4293,7818
3747,4293,63643.16,0.87,3747|4293,7818
4706,4293,45562.93,0.85,4706|4293,7818
0,4293,58176.98,0.86,0|4293,7818
4293,3665,97680.44,0.91,4293|3665,7818
3665,3665,0,0,3665|3665,7818
3669,3665,96480.59,0.91,3669|3665,7818
3738,3665,81570.32,0.89,3738|3665,7818
3747,3665,101863.63,0.92,3747|3665,7818
4706,3665,80685.05,0.89,4706|3665,7818
0,3665,55277.14,0.86,0|3665,7818
4293,3669,168263.67,1,4293|3669,7818
3665,3669,96480.59,0.91,3665|3669,7818
3669,3669,0,0,3669|3669,7818
3738,3669,159459.73,0.99,3738|3669,7818
3747,3669,131501.73,0.95,3747|3669,7818
4706,3669,128534.24,0.95,4706|3669,7818
0,3669,110086.7,0.93,0|3669,7818
4293,3738,19304.35,0.81,4293|3738,7818
3665,3738,81570.32,0.89,3665|3738,7818
3669,3738,159459.73,0.99,3669|3738,7818
3738,3738,0,0,3738|3738,7818
3747,3738,71180.5,0.88,3747|3738,7818
4706,3738,47959.75,0.85,4706|3738,7818
0,3738,51288.18,0.85,0|3738,7818
4293,3747,63643.16,0.87,4293|3747,7818
3665,3747,101863.63,0.92,3665|3747,7818
3669,3747,131501.73,0.95,3669|3747,7818
3738,3747,71180.5,0.88,3738|3747,7818
3747,3747,0,0,3747|3747,7818
4706,3747,26029.57,0.82,4706|3747,7818
0,3747,47174.67,0.85,0|3747,7818
4293,4706,45562.93,0.85,4293|4706,7818
3665,4706,80685.05,0.89,3665|4706,7818
3669,4706,128534.24,0.95,3669|4706,7818
3738,4706,47959.75,0.85,3738|4706,7818
3747,4706,26029.57,0.82,3747|4706,7818
4706,4706,0,0,4706|4706,7818
0,4706,25811.74,0.82,0|4706,7818
4293,0,58176.98,0.86,4293|0,7818
3665,0,55277.14,0.86,3665|0,7818
3669,0,110086.7,0.93,3669|0,7818
3738,0,51288.18,0.85,3738|0,7818
3747,0,47174.67,0.85,3747|0,7818
4706,0,25811.74,0.82,4706|0,7818
0,0,0,0,0|0,7818
0,0,0,0,0|0,7824
3844,0,0,NULL,3844|0,7824
0,3844,0,NULL,0|3844,7824
3844,3844,0,0,3844|3844,7824
3617,3617,0,0,3617|3617,7850
3652,3617,105075.07,1,3652|3617,7850
0,3617,69292.47,0.82,0|3617,7850
3258,3617,102758.89,0.99,3258|3617,7850
3617,3652,105075.07,1,3617|3652,7850
3652,3652,0,0,3652|3652,7850
0,3652,35793.17,0.66,0|3652,7850
3258,3652,2962.06,0.49,3258|3652,7850
3617,0,69292.47,0.82,3617|0,7850
3652,0,35793.17,0.66,3652|0,7850
0,0,0,0,0|0,7850
3258,0,33472.52,0.64,3258|0,7850
3617,3258,102758.89,0.99,3617|3258,7850
3652,3258,2962.06,0.49,3652|3258,7850
0,3258,33472.52,0.64,0|3258,7850
3258,3258,0,0,3258|3258,7850
0,0,0,0,0|0,7933
5318,0,0,NULL,5318|0,7933
0,5318,0,NULL,0|5318,7933
5318,5318,0,0,5318|5318,7933
0,0,0,0,0|0,7989
863,0,4834.99,0.92,863|0,7989
2915,0,7433.39,0.94,2915|0,7989
3080,0,7378.87,0.94,3080|0,7989
3430,0,4474.48,0.91,3430|0,7989
3426,0,4680.74,0.91,3426|0,7989
0,863,4834.99,0.92,0|863,7989
863,863,0,0,863|863,7989
2915,863,12130.21,0.98,2915|863,7989
3080,863,6360.79,0.93,3080|863,7989
3430,863,3778.4,0.91,3430|863,7989
3426,863,9486.3,0.96,3426|863,7989
0,2915,7433.39,0.94,0|2915,7989
863,2915,12130.21,0.98,863|2915,7989
2915,2915,0,0,2915|2915,7989
3080,2915,13883.03,1,3080|2915,7989
3430,2915,10151.82,0.97,3430|2915,7989
3426,2915,2891.33,0.9,3426|2915,7989
0,3080,7378.87,0.94,0|3080,7989
863,3080,6360.79,0.93,863|3080,7989
2915,3080,13883.03,1,2915|3080,7989
3080,3080,0,0,3080|3080,7989
3430,3080,9633.34,0.96,3430|3080,7989
3426,3080,11013.82,0.97,3426|3080,7989
0,3430,4474.48,0.91,0|3430,7989
863,3430,3778.4,0.91,863|3430,7989
2915,3430,10151.82,0.97,2915|3430,7989
3080,3430,9633.34,0.96,3080|3430,7989
3430,3430,0,0,3430|3430,7989
3426,3430,8057.34,0.95,3426|3430,7989
0,3426,4680.74,0.91,0|3426,7989
863,3426,9486.3,0.96,863|3426,7989
2915,3426,2891.33,0.9,2915|3426,7989
3080,3426,11013.82,0.97,3080|3426,7989
3430,3426,8057.34,0.95,3430|3426,7989
3426,3426,0,0,3426|3426,7989
3471,3471,0,0,3471|3471,7992
0,3471,0,NULL,0|3471,7992
3471,0,0,NULL,3471|0,7992
0,0,0,0,0|0,7992
0,0,0,0,0|0,7994
2986,0,3083.89,0.29,2986|0,7994
2900,0,1929.39,0.21,2900|0,7994
1139,0,4117.94,0.37,1139|0,7994
2213,0,5148.22,0.44,2213|0,7994
2314,0,1953.96,0.22,2314|0,7994
3355,0,5346.14,0.45,3355|0,7994
3363,0,5016.75,0.43,3363|0,7994
3329,0,2640.94,0.26,3329|0,7994
3309,0,8381.01,0.66,3309|0,7994
0,2986,3083.89,0.29,0|2986,7994
2986,2986,0,0,2986|2986,7994
2900,2986,4864.31,0.42,2900|2986,7994
1139,2986,5871.13,0.49,1139|2986,7994
2213,2986,5980.04,0.49,2213|2986,7994
2314,2986,4879.1,0.42,2314|2986,7994
3355,2986,6176.74,0.51,3355|2986,7994
3363,2986,7364.95,0.59,3363|2986,7994
3329,2986,1779.01,0.2,3329|2986,7994
3309,2986,7987.79,0.63,3309|2986,7994
0,2900,1929.39,0.21,0|2900,7994
2986,2900,4864.31,0.42,2986|2900,7994
2900,2900,0,0,2900|2900,7994
1139,2900,3004.73,0.29,1139|2900,7994
2213,2900,4560.39,0.4,2213|2900,7994
2314,2900,37.08,0.08,2314|2900,7994
3355,2900,6496.71,0.53,3355|2900,7994
3363,2900,3307.52,0.31,3363|2900,7994
3329,2900,4563.49,0.4,3329|2900,7994
3309,2900,9875.47,0.76,3309|2900,7994
0,1139,4117.94,0.37,0|1139,7994
2986,1139,5871.13,0.49,2986|1139,7994
2900,1139,3004.73,0.29,2900|1139,7994
1139,1139,0,0,1139|1139,7994
2213,1139,1824.54,0.21,2213|1139,7994
2314,1139,2969.88,0.29,2314|1139,7994
3355,1139,9343.49,0.72,3355|1139,7994
3363,1139,1874.71,0.21,3363|1139,7994
3329,1139,6435.64,0.52,3329|1139,7994
3309,1139,12498.89,0.94,3309|1139,7994
0,2213,5148.22,0.44,0|2213,7994
2986,2213,5980.04,0.49,2986|2213,7994
2900,2213,4560.39,0.4,2900|2213,7994
1139,2213,1824.54,0.21,1139|2213,7994
2213,2213,0,0,2213|2213,7994
2314,2213,4529.93,0.39,2314|2213,7994
3355,2213,10494.3,0.8,3355|2213,7994
3363,2213,3451.87,0.32,3363|2213,7994
3329,2213,6996.57,0.56,3329|2213,7994
3309,2213,13364.72,1,3309|2213,7994
0,2314,1953.96,0.22,0|2314,7994
2986,2314,4879.1,0.42,2986|2314,7994
2900,2314,37.08,0.08,2900|2314,7994
1139,2314,2969.88,0.29,1139|2314,7994
2213,2314,4529.93,0.39,2213|2314,7994
2314,2314,0,0,2314|2314,7994
3355,2314,6533.75,0.53,3355|2314,7994
3363,2314,3271.61,0.31,3363|2314,7994
3329,2314,4589.68,0.4,3329|2314,7994
3309,2314,9911.55,0.76,3309|2314,7994
0,3355,5346.14,0.45,0|3355,7994
2986,3355,6176.74,0.51,2986|3355,7994
2900,3355,6496.71,0.53,2900|3355,7994
1139,3355,9343.49,0.72,1139|3355,7994
2213,3355,10494.3,0.8,2213|3355,7994
2314,3355,6533.75,0.53,2314|3355,7994
3355,3355,0,0,3355|3355,7994
3363,3355,9759.3,0.75,3363|3355,7994
3329,3355,4398.31,0.38,3329|3355,7994
3309,3355,3692.18,0.34,3309|3355,7994
0,3363,5016.75,0.43,0|3363,7994
2986,3363,7364.95,0.59,2986|3363,7994
2900,3363,3307.52,0.31,2900|3363,7994
1139,3363,1874.71,0.21,1139|3363,7994
2213,3363,3451.87,0.32,2213|3363,7994
2314,3363,3271.61,0.31,2314|3363,7994
3355,3363,9759.3,0.75,3355|3363,7994
3363,3363,0,0,3363|3363,7994
3329,3363,7593.36,0.6,3329|3363,7994
3309,3363,13182.66,0.99,3309|3363,7994
0,3329,2640.94,0.26,0|3329,7994
2986,3329,1779.01,0.2,2986|3329,7994
2900,3329,4563.49,0.4,2900|3329,7994
1139,3329,6435.64,0.52,1139|3329,7994
2213,3329,6996.57,0.56,2213|3329,7994
2314,3329,4589.68,0.4,2314|3329,7994
3355,3329,4398.31,0.38,3355|3329,7994
3363,3329,7593.36,0.6,3363|3329,7994
3329,3329,0,0,3329|3329,7994
3309,3329,6466.2,0.53,3309|3329,7994
0,3309,8381.01,0.66,0|3309,7994
2986,3309,7987.79,0.63,2986|3309,7994
2900,3309,9875.47,0.76,2900|3309,7994
1139,3309,12498.89,0.94,1139|3309,7994
2213,3309,13364.72,1,2213|3309,7994
2314,3309,9911.55,0.76,2314|3309,7994
3355,3309,3692.18,0.34,3355|3309,7994
3363,3309,13182.66,0.99,3363|3309,7994
3329,3309,6466.2,0.53,3329|3309,7994
3309,3309,0,0,3309|3309,7994
3419,3419,0,0,3419|3419,7998
3103,3419,98506.79,1,3103|3419,7998
3267,3419,91043.99,0.96,3267|3419,7998
